brand,model,year,age_years,mileage_km,fuel_type,transmission,region,accident_history,owners_count,engine_cc,price_krw,export_demand_index
Kia,Sportage,2018,8,142040,Гибрид,Автомат,Сеул,0,3,2999,4600000,0.882
Chevrolet,Trailblazer,2020,6,84646,Гибрид,Автомат,Инчхон,0,3,1998,8400000,1.021
Hyundai,Sonata,2017,9,124426,Гибрид,Автомат,Пусан,0,3,1600,4000000,0.743
Kia,Sportage,2019,7,118152,Бензин,Механика,Пусан,0,3,1998,6300000,0.763
Kia,K5,2026,0,500,Дизель,Автомат,Пусан,0,1,1998,25800000,0.821
Hyundai,Tucson,2017,9,150956,Дизель,Автомат,Пусан,0,2,2999,4800000,0.924
Hyundai,Sonata,2018,8,164286,Бензин,Автомат,Сеул,0,1,1998,4000000,0.821
Ssangyong,Torres,2018,8,98646,Дизель,Автомат,Кёнгидо (Ансан),1,2,2199,4500000,0.693
Genesis,G80,2017,9,105001,Бензин,Автомат,Тэгу,0,2,2199,8200000,1.129
Chevrolet,Trailblazer,2019,7,109939,Гибрид,Автомат,Пусан,1,2,1998,5800000,0.592
Kia,K5,2026,0,500,Дизель,Автомат,Сеул,1,2,1998,22200000,0.616
Renault Korea,QM6,2019,7,112704,Гибрид,Автомат,Инчхон,0,1,2999,6600000,0.789
Kia,Carnival,2017,9,118856,LPG,Автомат,Пусан,0,3,1998,6300000,0.975
Hyundai,Avante,2025,1,17671,Бензин,Автомат,Ульсан,0,2,1998,18100000,0.718
Genesis,G80,2025,1,17096,Бензин,Автомат,Пусан,0,2,2999,48000000,1.129
Hyundai,Avante,2021,5,76193,Бензин,Автомат,Пусан,0,1,1600,9800000,0.93
Kia,K5,2024,2,27252,Бензин,Автомат,Сеул,0,2,2199,20900000,1.063
Ssangyong,Torres,2016,10,166531,Бензин,Автомат,Пусан,0,2,2999,4500000,0.924
Kia,Sorento,2023,3,36498,Дизель,Автомат,Ульсан,0,1,2999,23300000,1.328
Kia,Sorento,2024,2,32338,Гибрид,Автомат,Тэгу,0,3,1600,31500000,1.202
Hyundai,Santa Fe,2022,4,59451,Бензин,Автомат,Инчхон,1,3,2199,17500000,0.996
Hyundai,Santa Fe,2018,8,77493,Бензин,Автомат,Инчхон,0,1,1998,7400000,1.026
Kia,K5,2025,1,15944,Бензин,Автомат,Кёнгидо (Ансан),0,2,1600,22700000,0.821
Genesis,G80,2026,0,500,Дизель,Автомат,Кёнгидо (Ансан),0,3,2999,54500000,1.129
Genesis,G80,2017,9,110186,Бензин,Автомат,Ульсан,0,2,1998,8200000,1.129
Chevrolet,Trailblazer,2021,5,87128,Дизель,Автомат,Тэгу,0,2,2497,13300000,1.129
Genesis,G80,2018,8,117539,Дизель,Автомат,Ульсан,1,1,2999,8200000,0.847
Kia,Sorento,2025,1,17853,Дизель,Автомат,Тэгу,0,1,2999,35000000,1.026
Kia,Sportage,2025,1,10803,LPG,Автомат,Пусан,0,1,2497,28300000,0.882
Hyundai,Avante,2017,9,100235,Бензин,Механика,Сеул,0,1,1600,3000000,0.562
Hyundai,Sonata,2017,9,136849,Бензин,Автомат,Тэгу,0,2,2199,4000000,0.821
Hyundai,Avante,2022,4,57603,Бензин,Автомат,Кёнгидо (Ансан),0,3,2497,10500000,0.93
Hyundai,Tucson,2016,10,124135,LPG,Механика,Тэгу,0,2,2999,4800000,0.654
Hyundai,Tucson,2022,4,55527,Дизель,Автомат,Пусан,0,3,2199,15200000,1.195
Renault Korea,QM6,2019,7,88239,Бензин,Автомат,Пусан,0,1,2497,5100000,0.872
Kia,Sportage,2025,1,18296,Гибрид,Автомат,Тэгу,0,3,2497,26100000,0.882
Chevrolet,Trailblazer,2024,2,31511,Бензин,Автомат,Сеул,1,3,1998,19200000,0.847
Renault Korea,QM6,2017,9,95359,Дизель,Автомат,Ульсан,0,2,2199,3900000,0.872
Kia,Carnival,2026,0,500,Гибрид,Автомат,Тэгу,0,2,2199,41100000,0.975
Hyundai,Santa Fe,2026,0,500,Дизель,Автомат,Пусан,1,1,1600,35600000,0.77
Genesis,G80,2021,5,65077,Бензин,Автомат,Сеул,0,2,2999,25700000,1.461
Genesis,G80,2024,2,32823,Бензин,Автомат,Ульсан,0,2,1998,41500000,1.461
Kia,Carnival,2019,7,92836,Дизель,Автомат,Пусан,0,1,1600,8400000,1.078
Hyundai,Avante,2018,8,153910,Бензин,Автомат,Ульсан,0,1,2199,3000000,0.718
Renault Korea,QM6,2017,9,105646,Бензин,Автомат,Сеул,0,1,2497,3900000,0.872
Ssangyong,Torres,2019,7,95524,Бензин,Автомат,Кёнгидо (Ансан),1,1,2497,4500000,0.693
Kia,Sorento,2020,6,43280,Бензин,Автомат,Сеул,0,2,1998,14300000,1.328
Genesis,G80,2016,10,134969,Бензин,Автомат,Ульсан,0,1,2497,8200000,1.129
Hyundai,Tucson,2023,3,44854,Дизель,Автомат,Пусан,0,3,2497,20900000,1.195
Hyundai,Santa Fe,2022,4,60977,Бензин,Автомат,Сеул,1,2,1600,14400000,0.996
Ssangyong,Torres,2019,7,140969,Бензин,Автомат,Ульсан,0,3,1600,5400000,0.924
Genesis,G80,2022,4,69029,Бензин,Механика,Сеул,0,3,1600,27700000,1.143
Kia,Sportage,2024,2,34658,Дизель,Автомат,Ульсан,0,1,2999,25300000,1.262
Kia,K5,2016,10,141286,Дизель,Автомат,Пусан,0,3,2999,3900000,0.821
Kia,Sportage,2019,7,130427,Бензин,Автомат,Кёнгидо (Ансан),0,2,2999,5000000,0.975
Hyundai,Tucson,2016,10,179248,Гибрид,Автомат,Инчхон,0,3,2199,4800000,0.836
Ssangyong,Torres,2025,1,15134,Бензин,Автомат,Тэгу,0,1,1998,26100000,0.924
Hyundai,Santa Fe,2019,7,147897,Гибрид,Автомат,Тэгу,0,1,2497,9700000,0.929
Kia,Sorento,2017,9,108147,Гибрид,Автомат,Сеул,0,3,2497,5600000,0.929
Hyundai,Santa Fe,2024,2,40137,Бензин,Автомат,Инчхон,0,3,2999,29800000,1.328
Kia,K5,2016,10,191639,Гибрид,Автомат,Тэгу,1,1,1998,3900000,0.557
Kia,Sportage,2017,9,144115,Дизель,Автомат,Пусан,1,2,2497,4600000,0.731
Ssangyong,Torres,2019,7,119124,Дизель,Автомат,Инчхон,0,1,2199,5100000,0.924
Hyundai,Santa Fe,2021,5,73048,Бензин,Автомат,Сеул,0,3,1600,17900000,1.328
Genesis,G80,2024,2,43505,Бензин,Автомат,Кёнгидо (Ансан),0,1,2999,47700000,1.461
Hyundai,Santa Fe,2025,1,12227,Бензин,Автомат,Сеул,0,3,1998,28700000,1.026
Kia,Sorento,2019,7,96077,Бензин,Автомат,Инчхон,1,3,2999,5600000,0.77
Kia,Sportage,2026,0,500,Бензин,Механика,Инчхон,1,3,2199,26500000,0.572
Genesis,G80,2020,6,81098,Бензин,Автомат,Кёнгидо (Ансан),0,2,2199,11700000,1.461
Kia,Sorento,2025,1,14655,Бензин,Автомат,Тэгу,0,3,2999,34500000,1.026
Kia,Sportage,2018,8,118005,Бензин,Автомат,Кёнгидо (Ансан),1,3,2999,4600000,0.731
Ssangyong,Torres,2023,3,54876,Бензин,Автомат,Ульсан,0,3,2497,18300000,1.195
Chevrolet,Trailblazer,2018,8,132973,Бензин,Автомат,Пусан,0,1,2497,4300000,0.872
Kia,K5,2026,0,9629,Дизель,Автомат,Ульсан,0,2,1600,24900000,0.821
Chevrolet,Trailblazer,2017,9,163682,Дизель,Автомат,Тэгу,0,2,2199,4200000,0.872
Hyundai,Sonata,2017,9,122457,Дизель,Автомат,Кёнгидо (Ансан),1,3,1998,4000000,0.616
Hyundai,Tucson,2019,7,118202,Бензин,Автомат,Пусан,1,2,2999,5000000,0.693
Hyundai,Sonata,2021,5,86619,Дизель,Автомат,Инчхон,0,1,1600,11700000,1.063
Ssangyong,Torres,2021,5,101535,Дизель,Автомат,Кёнгидо (Ансан),1,3,1998,9600000,0.897
Chevrolet,Trailblazer,2021,5,46003,Бензин,Автомат,Тэгу,0,1,1600,11500000,1.129
Hyundai,Avante,2022,4,51751,Бензин,Автомат,Ульсан,0,2,1600,11400000,0.93
Kia,Sorento,2021,5,85507,Дизель,Автомат,Кёнгидо (Ансан),0,1,1600,15400000,1.328
Kia,Carnival,2018,8,96920,Бензин,Автомат,Пусан,1,2,1998,6300000,0.808
Hyundai,Avante,2017,9,106713,Гибрид,Автомат,Тэгу,0,2,1998,3000000,0.65
Genesis,G80,2020,6,99059,Бензин,Автомат,Пусан,0,1,2497,19800000,1.461
Renault Korea,QM6,2018,8,125263,Бензин,Автомат,Сеул,0,3,2999,4400000,0.872
Hyundai,Sonata,2025,1,10871,Дизель,Автомат,Инчхон,0,3,2199,26400000,0.821
Renault Korea,QM6,2026,0,4763,Дизель,Автомат,Инчхон,0,3,1998,24100000,0.872
Kia,K5,2024,2,25187,Дизель,Автомат,Пусан,0,3,2199,19100000,1.063
Kia,Carnival,2023,3,68420,LPG,Автомат,Тэгу,0,2,2199,26500000,1.262
Genesis,G80,2021,5,65446,Дизель,Автомат,Сеул,0,1,2199,20800000,1.461
Genesis,G80,2024,2,26614,Гибрид,Автомат,Ульсан,0,1,1998,40800000,1.322
Kia,K5,2021,5,58140,Бензин,Автомат,Тэгу,0,1,1998,11700000,1.063
Kia,Carnival,2018,8,136535,Бензин,Автомат,Сеул,0,1,1998,6300000,1.078
Renault Korea,QM6,2024,2,50717,Бензин,Автомат,Сеул,0,2,1998,19800000,1.129
Chevrolet,Trailblazer,2026,0,500,Дизель,Автомат,Пусан,0,1,2999,27900000,0.872
Renault Korea,QM6,2020,6,89007,Дизель,Механика,Тэгу,1,2,1998,3900000,0.663
Genesis,G80,2026,0,500,Бензин,Механика,Кёнгидо (Ансан),0,1,2497,57100000,0.884
Kia,Carnival,2017,9,117274,Дизель,Автомат,Пусан,0,1,2199,6300000,1.078
Kia,K5,2016,10,142811,Бензин,Автомат,Ульсан,0,3,2999,3900000,0.821
Hyundai,Tucson,2025,1,8510,Бензин,Автомат,Пусан,0,2,2999,24200000,0.924
Kia,Sorento,2017,9,78739,Бензин,Механика,Ульсан,0,3,2199,5600000,0.803
Kia,K5,2017,9,137295,Гибрид,Автомат,Тэгу,0,1,1600,3900000,0.743
Hyundai,Avante,2019,7,97898,Дизель,Автомат,Пусан,0,1,2999,5000000,0.718
Kia,Carnival,2023,3,42205,Дизель,Автомат,Сеул,0,3,1600,25700000,1.395
Kia,Sorento,2025,1,4737,Бензин,Автомат,Пусан,1,3,1998,27500000,0.77
Ssangyong,Torres,2016,10,177912,Гибрид,Автомат,Сеул,0,1,2199,4500000,0.836
Kia,K5,2021,5,80220,Дизель,Автомат,Тэгу,1,1,2199,5800000,0.797
Kia,K5,2019,7,87408,Бензин,Автомат,Ульсан,0,1,1600,7100000,0.821
Hyundai,Tucson,2025,1,11645,Дизель,Автомат,Сеул,0,3,1600,26600000,0.924
Kia,Sportage,2018,8,164952,Дизель,Автомат,Ульсан,0,3,2999,4600000,0.975
Hyundai,Sonata,2025,1,17315,Гибрид,Автомат,Пусан,0,2,1998,22300000,0.743
Hyundai,Sonata,2023,3,38971,Бензин,Механика,Сеул,0,2,1998,15700000,0.832
Kia,K5,2026,0,5227,LPG,Автомат,Тэгу,0,3,1998,24800000,0.743
Renault Korea,QM6,2020,6,117744,Бензин,Автомат,Сеул,0,1,1600,9100000,1.129
Ssangyong,Torres,2026,0,500,Бензин,Автомат,Сеул,0,2,2199,29800000,0.924
Genesis,G80,2017,9,115783,Бензин,Автомат,Кёнгидо (Ансан),0,1,2999,8200000,1.129
Kia,Sorento,2018,8,112062,Дизель,Автомат,Пусан,1,2,2199,5600000,0.77
Chevrolet,Trailblazer,2019,7,118565,Дизель,Механика,Сеул,0,1,1998,8900000,0.683
Hyundai,Avante,2024,2,34460,Бензин,Автомат,Тэгу,0,3,1600,14500000,0.93
Hyundai,Tucson,2023,3,51113,Бензин,Автомат,Пусан,0,3,2999,20100000,1.195
Kia,Sportage,2017,9,130850,Гибрид,Автомат,Тэгу,0,1,2497,4600000,0.882
Kia,Sorento,2018,8,119764,Дизель,Автомат,Инчхон,0,1,2199,5600000,1.026
Kia,Sportage,2026,0,500,Дизель,Автомат,Кёнгидо (Ансан),0,3,2199,31000000,0.975
Hyundai,Santa Fe,2022,4,56648,Бензин,Автомат,Инчхон,0,2,1998,20200000,1.328
Kia,Carnival,2024,2,25276,Бензин,Автомат,Инчхон,0,2,1600,33500000,1.395
Hyundai,Avante,2021,5,74819,Бензин,Автомат,Пусан,0,1,1600,10000000,0.93
Kia,Sorento,2022,4,62709,LPG,Автомат,Инчхон,0,1,2199,19900000,1.202
Kia,Sportage,2019,7,68974,Бензин,Автомат,Пусан,0,3,2199,7300000,0.975
Genesis,G80,2019,7,131950,Бензин,Автомат,Кёнгидо (Ансан),1,2,2199,9600000,0.847
Renault Korea,QM6,2016,10,109682,Гибрид,Автомат,Пусан,0,1,1600,3900000,0.789
Chevrolet,Trailblazer,2025,1,26087,Дизель,Автомат,Кёнгидо (Ансан),0,2,1600,23800000,0.872
Hyundai,Santa Fe,2019,7,116141,Гибрид,Автомат,Сеул,1,3,1600,5700000,0.696
Kia,Sportage,2023,3,48090,Бензин,Автомат,Ульсан,0,1,2999,24200000,1.262
Kia,Carnival,2024,2,30607,Гибрид,Автомат,Тэгу,0,1,1600,31600000,1.262
Kia,K5,2019,7,92546,Гибрид,Автомат,Кёнгидо (Ансан),0,1,2999,5200000,0.743
Kia,K5,2016,10,166354,Бензин,Автомат,Тэгу,1,1,1998,3900000,0.616
Hyundai,Avante,2022,4,34271,Бензин,Автомат,Пусан,0,2,1600,10400000,0.93
Hyundai,Santa Fe,2024,2,36505,Дизель,Автомат,Тэгу,0,1,2999,30300000,1.328
Genesis,G80,2018,8,101821,Бензин,Автомат,Инчхон,0,2,1600,8200000,1.129
Hyundai,Tucson,2024,2,35688,Гибрид,Автомат,Пусан,0,2,2199,26400000,1.082
Hyundai,Santa Fe,2023,3,62672,Бензин,Механика,Пусан,0,1,1600,24500000,1.04
Kia,Sportage,2017,9,188490,Бензин,Автомат,Тэгу,0,2,2497,4600000,0.975
Kia,Sorento,2023,3,48727,Дизель,Автомат,Тэгу,1,3,2199,21500000,0.996
Chevrolet,Trailblazer,2021,5,27976,Бензин,Автомат,Кёнгидо (Ансан),0,3,1600,9100000,1.129
Hyundai,Sonata,2019,7,127939,Бензин,Автомат,Кёнгидо (Ансан),1,2,1998,4000000,0.616
Hyundai,Sonata,2026,0,500,Бензин,Автомат,Сеул,1,2,1998,25400000,0.616
Chevrolet,Trailblazer,2023,3,21431,Бензин,Автомат,Инчхон,1,1,1998,13400000,0.847
Kia,Carnival,2017,9,85679,Дизель,Автомат,Сеул,0,3,1600,6300000,1.078
Hyundai,Santa Fe,2023,3,30217,Бензин,Механика,Сеул,0,3,2497,21800000,1.04
Hyundai,Tucson,2022,4,60595,Дизель,Механика,Инчхон,1,1,2199,17400000,0.702
Kia,Carnival,2016,10,142539,Бензин,Автомат,Пусан,1,2,2199,6300000,0.808
Hyundai,Avante,2024,2,28813,Дизель,Автомат,Пусан,0,2,1600,14700000,0.93
Kia,K5,2019,7,114063,Дизель,Автомат,Тэгу,0,1,2199,6600000,0.821
Kia,Carnival,2017,9,130260,LPG,Автомат,Ульсан,1,3,2999,6300000,0.731
Hyundai,Sonata,2016,10,92047,Бензин,Автомат,Тэгу,1,1,2199,4000000,0.616
Hyundai,Tucson,2023,3,45587,Бензин,Автомат,Кёнгидо (Ансан),0,2,1600,21900000,1.195
Genesis,G80,2025,1,14456,Бензин,Автомат,Пусан,0,3,1998,54900000,1.129
Hyundai,Sonata,2016,10,153181,Бензин,Автомат,Сеул,0,1,2999,4000000,0.821
Genesis,G80,2019,7,71483,Бензин,Автомат,Кёнгидо (Ансан),0,2,1998,13900000,1.129
Kia,Sorento,2025,1,18839,Дизель,Автомат,Сеул,1,3,2999,27000000,0.77
Kia,Sportage,2021,5,86003,Бензин,Автомат,Тэгу,0,3,2199,9700000,1.262
Genesis,G80,2023,3,53717,Бензин,Автомат,Пусан,0,3,1998,36900000,1.461
Genesis,G80,2025,1,5599,Бензин,Автомат,Кёнгидо (Ансан),0,1,2999,48200000,1.129
Kia,Carnival,2024,2,41261,Дизель,Автомат,Кёнгидо (Ансан),0,3,1998,30100000,1.395
Ssangyong,Torres,2026,0,500,Дизель,Автомат,Пусан,0,1,1600,31100000,0.924
Genesis,G80,2017,9,139126,Дизель,Автомат,Тэгу,0,1,1998,8200000,1.129
Genesis,G80,2023,3,50182,Бензин,Автомат,Ульсан,0,1,1998,38900000,1.461
Hyundai,Sonata,2016,10,145804,Гибрид,Автомат,Сеул,1,3,2999,4000000,0.557
Hyundai,Santa Fe,2017,9,146250,Гибрид,Автомат,Сеул,0,3,1600,5700000,0.929
Hyundai,Sonata,2024,2,41656,Дизель,Автомат,Инчхон,0,1,1998,22700000,1.063
Hyundai,Santa Fe,2021,5,91129,Дизель,Автомат,Тэгу,1,2,2497,10800000,0.996
Hyundai,Sonata,2023,3,48917,Гибрид,Автомат,Кёнгидо (Ансан),0,3,1600,17900000,0.961
Hyundai,Avante,2020,6,51886,Дизель,Автомат,Кёнгидо (Ансан),0,3,1600,6300000,0.93
Kia,K5,2026,0,500,LPG,Автомат,Сеул,1,2,1998,21500000,0.557
Ssangyong,Torres,2018,8,120895,Дизель,Автомат,Пусан,0,1,1998,4500000,0.924
Hyundai,Sonata,2026,0,500,Бензин,Механика,Ульсан,0,3,2999,25900000,0.643
Kia,Sorento,2016,10,151215,Бензин,Автомат,Кёнгидо (Ансан),0,2,2497,5600000,1.026
Kia,Sportage,2024,2,29006,Дизель,Автомат,Пусан,0,1,2497,23600000,1.262
Ssangyong,Torres,2024,2,28245,Бензин,Автомат,Кёнгидо (Ансан),0,2,1600,24100000,1.195
Renault Korea,QM6,2026,0,1746,Дизель,Автомат,Инчхон,0,2,1600,25900000,0.872
Ssangyong,Torres,2018,8,120201,Дизель,Автомат,Тэгу,0,1,2199,4700000,0.924
Genesis,G80,2019,7,131804,Бензин,Автомат,Пусан,1,2,2999,8200000,0.847
Hyundai,Tucson,2024,2,22336,Бензин,Автомат,Тэгу,0,1,2497,26700000,1.195
Kia,K5,2019,7,98804,Бензин,Автомат,Сеул,0,2,1998,4000000,0.821
Kia,Carnival,2018,8,136462,Бензин,Автомат,Пусан,0,1,2497,6300000,1.078
Hyundai,Avante,2021,5,85709,Бензин,Механика,Ульсан,0,3,2199,10100000,0.728
Hyundai,Sonata,2026,0,6563,Гибрид,Автомат,Инчхон,0,1,2199,26300000,0.743
Chevrolet,Trailblazer,2018,8,77747,Бензин,Автомат,Пусан,0,2,2999,4200000,0.872
Genesis,G80,2024,2,15897,Гибрид,Автомат,Инчхон,0,2,2199,42600000,1.322
Kia,Sorento,2025,1,19582,Дизель,Автомат,Ульсан,0,1,1600,33000000,1.026
Renault Korea,QM6,2024,2,24458,Бензин,Автомат,Тэгу,0,3,1998,22100000,1.129
Genesis,G80,2019,7,83659,Гибрид,Автомат,Сеул,0,3,1600,12200000,1.021
Kia,Sportage,2018,8,133196,Гибрид,Автомат,Тэгу,0,1,1998,4600000,0.882
Kia,Carnival,2018,8,108327,LPG,Автомат,Кёнгидо (Ансан),0,3,2199,6300000,0.975
Kia,Sportage,2019,7,120075,Дизель,Автомат,Сеул,1,2,2199,4600000,0.731
Renault Korea,QM6,2019,7,126014,Бензин,Автомат,Инчхон,0,3,2999,5800000,0.872
Hyundai,Santa Fe,2018,8,103264,Бензин,Автомат,Сеул,0,3,2999,5700000,1.026
Kia,K5,2023,3,57133,Бензин,Механика,Кёнгидо (Ансан),0,2,2199,18100000,0.832
Kia,K5,2019,7,102987,Бензин,Автомат,Инчхон,0,3,2199,4500000,0.821
Kia,K5,2025,1,10068,Дизель,Автомат,Пусан,1,2,2497,17000000,0.616
Ssangyong,Torres,2024,2,24246,Гибрид,Автомат,Кёнгидо (Ансан),1,3,1998,17800000,0.811
Chevrolet,Trailblazer,2016,10,124955,Бензин,Автомат,Ульсан,1,1,1600,4200000,0.654
Hyundai,Sonata,2019,7,73778,Дизель,Автомат,Пусан,0,3,2999,4600000,0.821
Kia,Sorento,2023,3,60276,Бензин,Механика,Ульсан,0,1,2497,24400000,1.04
Ssangyong,Torres,2020,6,79536,Гибрид,Автомат,Пусан,0,3,1600,8900000,1.082
Hyundai,Avante,2026,0,500,Гибрид,Автомат,Инчхон,0,3,1998,20100000,0.65
Hyundai,Santa Fe,2021,5,66425,LPG,Автомат,Кёнгидо (Ансан),0,1,2199,19000000,1.202
Hyundai,Avante,2018,8,92498,Гибрид,Механика,Инчхон,0,1,2199,3000000,0.509
